635026176000000000,12.00,46.00
635026176600000000,12.00,47.00
635026177200000000,12.00,47.00
635026177800000000,12.00,48.00
635026178400000000,12.00,48.00
635026179000000000,13.00,48.00
635026179600000000,13.00,48.00
635026180200000000,13.00,48.00
635026180800000000,13.00,48.00
635026181400000000,13.00,48.00
635026182000000000,14.00,48.00
635026182600000000,14.00,48.00
635026183200000000,14.00,48.00
635026183800000000,14.00,48.00
635026184400000000,13.00,48.00
635026185000000000,12.00,48.00
635026185600000000,12.00,48.00
635026186200000000,13.00,48.00
635026186800000000,14.00,48.00
635026187400000000,14.00,49.00
635026188000000000,14.00,50.00
635026188600000000,14.00,50.00
635026189200000000,14.00,50.00
635026189800000000,14.00,50.00
635026190400000000,14.00,50.00
635026191000000000,13.00,50.00
635026191600000000,13.00,50.00
635026192200000000,13.00,50.00
635026192800000000,14.00,50.00
635026193400000000,14.00,50.00
635026194000000000,14.00,49.00
635026194600000000,13.00,49.00
635026195200000000,13.00,50.00
635026195800000000,13.00,50.00
635026196400000000,13.00,50.00
635026197000000000,13.00,50.00
635026197600000000,13.00,49.00
635026198200000000,14.00,49.00
635026198800000000,15.00,49.00
635026199400000000,16.00,49.00
635026200000000000,16.00,48.00
635026200600000000,16.00,48.00
635026201200000000,16.00,47.00
635026201800000000,16.00,47.00
635026202400000000,16.00,47.00
635026203000000000,16.00,48.00
635026203600000000,16.00,47.00
635026204200000000,16.00,47.00
635026204800000000,15.00,47.00
635026205400000000,15.00,47.00
635026206000000000,15.00,47.00
635026206600000000,15.00,47.00
635026207200000000,15.00,47.00
635026207800000000,15.00,47.00
635026208400000000,14.00,47.00
635026209000000000,14.00,46.00
635026209600000000,14.00,46.00
635026210200000000,14.00,47.00
635026210800000000,14.00,46.00
635026211400000000,15.00,46.00
635026212000000000,15.00,46.00
635026212600000000,15.00,45.00
635026213200000000,15.00,45.00
635026213800000000,15.00,45.00
635026214400000000,15.00,45.00
635026215000000000,15.00,45.00
635026215600000000,14.00,45.00
635026216200000000,13.00,45.00
635026216800000000,13.00,45.00
635026217400000000,13.00,45.00
635026218000000000,13.00,45.00
635026218600000000,13.00,45.00
635026219200000000,14.00,45.00
635026219800000000,14.00,45.00
635026220400000000,14.00,45.00
635026221000000000,14.00,46.00
635026221600000000,14.00,45.00
635026222200000000,14.00,45.00
635026222800000000,14.00,45.00
635026223400000000,14.00,45.00
635026224000000000,14.00,45.00
635026224600000000,14.00,45.00
635026225200000000,13.00,45.00
635026225800000000,13.00,44.00
635026226400000000,14.00,44.00
635026227000000000,14.00,44.00
635026227600000000,14.00,44.00
635026228200000000,14.00,43.00
635026228800000000,14.00,43.00
635026229400000000,14.00,44.00
635026230000000000,13.00,44.00
635026230600000000,12.00,44.00
635026231200000000,12.00,44.00
635026231800000000,13.00,44.00
635026232400000000,13.00,45.00
635026233000000000,14.00,45.00
635026233600000000,13.00,45.00
635026234200000000,13.00,45.00
635026234800000000,12.00,45.00
635026235400000000,12.00,45.00
635026236000000000,13.00,45.00
635026236600000000,13.00,46.00
635026237200000000,13.00,46.00
635026237800000000,13.00,46.00
635026238400000000,13.00,46.00
635026239000000000,14.00,46.00
635026239600000000,14.00,46.00
635026240200000000,14.00,46.00
635026240800000000,14.00,46.00
635026241400000000,14.00,46.00
635026242000000000,14.00,46.00
635026242600000000,14.00,46.00
635026243200000000,14.00,46.00
635026243800000000,14.00,46.00
635026244400000000,14.00,47.00
635026245000000000,14.00,48.00
635026245600000000,13.00,48.00
635026246200000000,13.00,47.00
635026246800000000,13.00,47.00
635026247400000000,12.00,47.00
635026248000000000,12.00,46.00
635026248600000000,12.00,46.00
635026249200000000,12.00,46.00
635026249800000000,12.00,46.00
635026250400000000,12.00,47.00
635026251000000000,12.00,47.00
635026251600000000,13.00,47.00
635026252200000000,14.00,47.00
635026252800000000,14.00,47.00
635026253400000000,14.00,47.00
635026254000000000,13.00,47.00
635026254600000000,13.00,47.00
635026255200000000,13.00,47.00
635026255800000000,13.00,47.00
635026256400000000,13.00,47.00
635026257000000000,13.00,47.00
635026257600000000,13.00,47.00
635026258200000000,13.00,47.00
635026258800000000,13.00,46.00
635026259400000000,13.00,46.00
635026260000000000,13.00,46.00
635026260600000000,13.00,46.00
635026261200000000,13.00,45.00
635026261800000000,13.00,45.00
635026262400000000,13.00,46.00
635026263000000000,13.00,46.00
635026263600000000,13.00,45.00
635026264200000000,14.00,45.00
635026264800000000,14.00,45.00
635026265400000000,14.00,45.00
635026266000000000,14.00,45.00
635026266600000000,14.00,45.00
635026267200000000,15.00,45.00
635026267800000000,16.00,45.00
635026268400000000,16.00,45.00
635026269000000000,15.00,45.00
635026269600000000,15.00,45.00
635026270200000000,15.00,44.00
635026270800000000,15.00,43.00
635026271400000000,15.00,42.00
635026272000000000,16.00,42.00
635026272600000000,16.00,42.00
635026273200000000,17.00,42.00
635026273800000000,16.00,42.00
635026274400000000,16.00,42.00
635026275000000000,16.00,43.00
635026275600000000,16.00,43.00
635026276200000000,15.00,43.00
635026276800000000,16.00,43.00
635026277400000000,16.00,43.00
635026278000000000,16.00,43.00
635026278600000000,16.00,43.00
635026279200000000,17.00,43.00
635026279800000000,17.00,43.00
635026280400000000,17.00,42.00
635026281000000000,17.00,42.00
635026281600000000,17.00,42.00
635026282200000000,17.00,42.00
635026282800000000,17.00,43.00
635026283400000000,17.00,43.00
635026284000000000,16.00,43.00
635026284600000000,17.00,43.00
635026285200000000,17.00,44.00
635026285800000000,17.00,44.00
635026286400000000,17.00,44.00
635026287000000000,17.00,44.00
635026287600000000,17.00,44.00
635026288200000000,17.00,44.00
635026288800000000,18.00,44.00
635026289400000000,18.00,43.00
635026290000000000,18.00,43.00
635026290600000000,18.00,43.00
635026291200000000,18.00,43.00
635026291800000000,18.00,43.00
635026292400000000,18.00,43.00
635026293000000000,18.00,43.00
635026293600000000,18.00,43.00
635026294200000000,18.00,44.00
635026294800000000,18.00,44.00
635026295400000000,18.00,44.00
635026296000000000,18.00,44.00
635026296600000000,17.00,44.00
635026297200000000,17.00,44.00
635026297800000000,17.00,44.00
635026298400000000,16.00,44.00
635026299000000000,15.00,44.00
635026299600000000,15.00,44.00
635026300200000000,15.00,45.00
635026300800000000,15.00,45.00
635026301400000000,16.00,45.00
635026302000000000,16.00,45.00
635026302600000000,16.00,45.00
635026303200000000,17.00,45.00
635026303800000000,17.00,45.00
635026304400000000,17.00,46.00
635026305000000000,17.00,46.00
635026305600000000,17.00,46.00
635026306200000000,17.00,45.00
635026306800000000,16.00,45.00
635026307400000000,15.00,45.00
635026308000000000,15.00,45.00
635026308600000000,14.00,45.00
635026309200000000,13.00,45.00
635026309800000000,13.00,45.00
635026310400000000,13.00,45.00
635026311000000000,13.00,45.00
635026311600000000,13.00,45.00
635026312200000000,12.00,45.00
635026312800000000,12.00,45.00
635026313400000000,12.00,45.00
635026314000000000,12.00,45.00
635026314600000000,12.00,46.00
635026315200000000,12.00,46.00
635026315800000000,12.00,45.00
635026316400000000,12.00,46.00
635026317000000000,13.00,46.00
635026317600000000,12.00,46.00
635026318200000000,12.00,45.00
635026318800000000,12.00,45.00
635026319400000000,12.00,45.00
635026320000000000,12.00,45.00
635026320600000000,12.00,44.00
635026321200000000,12.00,44.00
635026321800000000,13.00,44.00
635026322400000000,13.00,44.00
635026323000000000,14.00,44.00
635026323600000000,15.00,44.00
635026324200000000,15.00,44.00
635026324800000000,15.00,44.00
635026325400000000,16.00,44.00
635026326000000000,16.00,44.00
635026326600000000,16.00,44.00
635026327200000000,17.00,44.00
635026327800000000,17.00,44.00
635026328400000000,17.00,43.00
635026329000000000,17.00,43.00
635026329600000000,18.00,43.00
635026330200000000,18.00,44.00
635026330800000000,18.00,44.00
635026331400000000,18.00,43.00
635026332000000000,18.00,43.00
635026332600000000,18.00,43.00
635026333200000000,18.00,43.00
635026333800000000,18.00,43.00
635026334400000000,18.00,42.00
635026335000000000,18.00,42.00
635026335600000000,18.00,42.00
635026336200000000,18.00,42.00
635026336800000000,18.00,43.00
635026337400000000,17.00,43.00
635026338000000000,17.00,43.00
635026338600000000,18.00,43.00
635026339200000000,18.00,43.00
635026339800000000,18.00,42.00
635026340400000000,18.00,43.00
635026341000000000,18.00,44.00
635026341600000000,18.00,44.00
635026342200000000,18.00,44.00
635026342800000000,18.00,44.00
635026343400000000,18.00,44.00
635026344000000000,18.00,44.00
635026344600000000,17.00,44.00
635026345200000000,17.00,43.00
635026345800000000,17.00,43.00
635026346400000000,18.00,43.00
635026347000000000,17.00,43.00
635026347600000000,16.00,43.00
635026348200000000,16.00,43.00
635026348800000000,17.00,43.00
635026349400000000,17.00,43.00
635026350000000000,18.00,43.00
635026350600000000,18.00,43.00
635026351200000000,18.00,42.00
635026351800000000,18.00,42.00
635026352400000000,18.00,41.00
635026353000000000,18.00,40.00
635026353600000000,18.00,40.00
635026354200000000,18.00,40.00
635026354800000000,18.00,40.00
635026355400000000,17.00,40.00
635026356000000000,16.00,40.00
635026356600000000,16.00,41.00
635026357200000000,16.00,42.00
635026357800000000,16.00,42.00
635026358400000000,15.00,42.00
635026359000000000,15.00,41.00
635026359600000000,15.00,41.00
635026360200000000,15.00,41.00
635026360800000000,15.00,41.00
635026361400000000,16.00,41.00
635026362000000000,16.00,41.00
635026362600000000,16.00,41.00
635026363200000000,16.00,42.00
635026363800000000,17.00,42.00
635026364400000000,17.00,42.00
635026365000000000,17.00,41.00
635026365600000000,18.00,41.00
635026366200000000,18.00,41.00
635026366800000000,18.00,41.00
635026367400000000,17.00,41.00
635026368000000000,17.00,40.00
635026368600000000,18.00,40.00
635026369200000000,18.00,40.00
635026369800000000,18.00,40.00
635026370400000000,17.00,40.00
635026371000000000,17.00,40.00
635026371600000000,17.00,40.00
635026372200000000,17.00,40.00
635026372800000000,17.00,40.00
635026373400000000,17.00,40.00
635026374000000000,17.00,40.00
635026374600000000,17.00,40.00
635026375200000000,17.00,41.00
635026375800000000,17.00,41.00
635026376400000000,17.00,41.00
635026377000000000,17.00,40.00
635026377600000000,17.00,40.00
635026378200000000,17.00,40.00
635026378800000000,17.00,40.00
635026379400000000,17.00,40.00
